id,module_content_id,title,instructions,step_type,options,order_index,created_at,updated_at,translations
41336e3e-99da-4fb3-b9f0-37f0c89e0a21,4a5c228f-79c6-4e24-ae24-6d2625ec5123,Die vier Säulen des Reality-Checks,"Der Reality-Check basiert auf vier Säulen, die Ihnen helfen, Ihre Wahrnehmung zu überprüfen:

1. **Evidenz sammeln**: Welche konkreten Fakten und Beobachtungen (nicht Interpretationen) gibt es?

2. **Perspektivenwechsel**: Wie würde die Situation aus anderen Blickwinkeln aussehen?

3. **Feedback einholen**: Was sagen vertraute Personen, die ehrlich mit Ihnen sind?

4. **Kognitive Verzerrungen identifizieren**: Welche typischen Denkfehler könnten hier wirksam sein?

Wenden Sie diese vier Säulen auf die zuvor beschriebene Situation an:",journal,"{""min_length"":100,""placeholder"":""Wenn ich die vier Säulen des Reality-Checks auf diese Situation anwende...""}",3,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Reality Check Step"",""instructions"":""Examine your assumptions and overcome self-deceptions for greater clarity.""}}"
46fdad12-b483-4749-a6da-109dc242ddcc,4a5c228f-79c6-4e24-ae24-6d2625ec5123,Feedback als Geschenk annehmen,"Feedback - besonders kritisches - kann unangenehm sein, ist aber eines der wertvollsten Werkzeuge für persönliches Wachstum.

Drei Schritte zum konstruktiven Umgang mit Feedback:

1. **Trennen Sie Beobachtung von Bewertung**:
   - Beobachtung: ""Du hast in drei Meetings nicht gesprochen""
   - Bewertung: ""Du bist zu schüchtern in Meetings""

2. **Isolieren Sie den nützlichen Kern**:
   Selbst in schlecht formuliertem Feedback steckt oft ein wertvoller Kern.

3. **Vermeiden Sie reflexive Abwehr**:
   Der erste Impuls ist oft, Feedback abzuwehren. Atmen Sie durch und nehmen Sie es zunächst einfach an - Sie müssen nicht sofort reagieren.

Denken Sie an das letzte kritische Feedback, das Sie erhalten haben. Beschreiben Sie, wie Sie es damals aufgenommen haben und wie Sie es heute mit diesen drei Schritten aufnehmen würden:",journal,"{""min_length"":100,""placeholder"":""Das letzte kritische Feedback, das ich erhielt, war... Damals reagierte ich... Heute würde ich...""}",4,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Reality Check Step"",""instructions"":""Examine your assumptions and overcome self-deceptions for greater clarity.""}}"
2b09614e-e68b-4f6f-bbb8-be6377d35501,4a5c228f-79c6-4e24-ae24-6d2625ec5123,Ihr persönlicher Reality-Check-Plan,"Basierend auf Ihren Erkenntnissen aus diesem Modul, entwickeln Sie nun Ihren persönlichen Reality-Check-Plan:

1. In welchen Lebensbereichen könnte es besonders nützlich sein, Ihre Annahmen regelmäßig zu überprüfen?

2. Welche 2-3 vertrauten Personen könnten Sie um ehrliches Feedback bitten?

3. Welche konkreten Maßnahmen werden Sie ergreifen, um regelmäßige Reality-Checks in Ihren Alltag zu integrieren?

4. Wie werden Sie mit unangenehmen Erkenntnissen umgehen?

Ihr Reality-Check-Plan:",journal,"{""min_length"":100,""placeholder"":""Mein persönlicher Plan für regelmäßige Reality-Checks ist...""}",5,2025-04-12 15:53:05.763458+00,2025-04-12 15:53:05.763458+00,"{""en"":{""title"":""Reality Check Step"",""instructions"":""Examine your assumptions and overcome self-deceptions for greater clarity.""}}"
250e8581-abcf-45d2-8374-783b57ece69f,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Einführung,"In dieser Übung werden Sie Ihre persönlichen Kernwerte identifizieren und priorisieren. 

Werte sind fundamentale Überzeugungen, die bestimmen, was uns im Leben wichtig ist. Sie sind wie ein innerer Kompass, der uns bei Entscheidungen leitet und definiert, was für uns ein erfülltes Leben ausmacht.

Wenn wir unsere wichtigsten Werte kennen und in eine Hierarchie bringen, können wir Entscheidungen treffen, die mit unserem authentischen Selbst übereinstimmen.

Nehmen Sie sich etwa 25 Minuten ungestörte Zeit für diese Übung.",introduction,"{""next_button_text"":""Beginnen""}",1,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Introduction to Values"",""instructions"":""Discover and prioritize your core values. Values are the foundation of authentic living and aligned decision-making.""}}"
4b44ef3e-c32e-40d2-b80a-970cced368de,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Werte entdecken,"Denken Sie an Momente in Ihrem Leben, in denen Sie sich besonders erfüllt, lebendig und im Einklang mit sich selbst gefühlt haben. Diese Momente geben wichtige Hinweise auf Ihre Kernwerte.

Betrachten Sie die folgende Liste von Werten und wählen Sie alle aus, die für Sie besonders wichtig sind. Es gibt keine richtigen oder falschen Antworten - es geht nur darum, was für SIE persönlich bedeutsam ist.",selection,"{""options"":[""Abenteuer"",""Anerkennung"",""Authentizität"",""Autonomie"",""Balance"",""Bildung"",""Dankbarkeit"",""Ehrlichkeit"",""Erfolg"",""Familie"",""Freiheit"",""Freundschaft"",""Fürsorge"",""Gesundheit"",""Glaube"",""Gerechtigkeit"",""Harmonie"",""Herausforderung"",""Humor"",""Kreativität"",""Leidenschaft"",""Loyalität"",""Macht"",""Mitgefühl"",""Mut"",""Nachhaltigkeit"",""Offenheit"",""Ordnung"",""Respekt"",""Ruhe"",""Selbstentwicklung"",""Sicherheit"",""Spaß"",""Spiritualität"",""Tradition"",""Unabhängigkeit"",""Verbundenheit"",""Vertrauen"",""Weisheit"",""Wohlstand""],""custom_option"":true,""max_selections"":15,""min_selections"":5,""selection_type"":""multiple"",""next_button_text"":""Weiter""}",2,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Values Hierarchy Step"",""instructions"":""Continue developing your personal values hierarchy for authentic living and decision-making.""}}"
259048a4-f363-4371-a20f-35a1f649f33a,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Werte priorisieren,"Ausgezeichnet! Sie haben Ihre wichtigsten Werte identifiziert. Nun geht es darum, diese in eine Hierarchie zu bringen.

Wählen Sie aus Ihren ausgewählten Werten die 5 wichtigsten aus. Diese repräsentieren Ihre Kernwerte - jene fundamentalen Prinzipien, die Sie in Ihrem Leben am stärksten leiten und motivieren.",selection,"{""instructions"":""Ziehen Sie die Werte in die Reihenfolge ihrer Wichtigkeit für Sie, beginnend mit dem wichtigsten."",""options_source"":""previous_step"",""selection_type"":""ranking"",""next_button_text"":""Weiter"",""selections_count"":5}",3,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Values Hierarchy Step"",""instructions"":""Continue developing your personal values hierarchy for authentic living and decision-making.""}}"
263d11a9-dcf2-4d2e-8df6-1bd7d233ec16,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Werte definieren,"Nun werden Sie Ihre Top-5-Werte persönlich definieren. Jeder Mensch versteht unter dem gleichen Wort etwas anderes. 

Für diese Übung ist es wichtig, dass Sie Ihre eigene Definition für jeden Ihrer Kernwerte formulieren. Was bedeutet dieser Wert speziell für Sie? Wie drückt er sich in Ihrem Leben aus?

Nehmen Sie sich Zeit, um über jeden Wert nachzudenken und ihn in Ihren eigenen Worten zu beschreiben.",reflection,"{""min_length"":100,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie für jeden Ihrer Top-5-Werte, was dieser Wert für Sie persönlich bedeutet:""}",4,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Values Hierarchy Step"",""instructions"":""Continue developing your personal values hierarchy for authentic living and decision-making.""}}"
f2df3f76-4623-406a-8908-9cabbda9bcc0,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Wertekonflikte untersuchen,"Wertekonflikte treten auf, wenn zwei oder mehr unserer Werte in einer bestimmten Situation nicht gleichzeitig erfüllt werden können.

Denken Sie über potenzielle Konflikte zwischen Ihren Top-5-Werten nach. Zum Beispiel könnte ein Wert wie ""Abenteuer"" manchmal mit ""Sicherheit"" in Konflikt geraten, oder ""Familie"" mit ""Karriere"".

Für jeden möglichen Konflikt, überlegen Sie:
1. In welchen Situationen könnten diese Werte in Konflikt geraten?
2. Welcher Wert hat in solchen Situationen Vorrang?
3. Gibt es Möglichkeiten, beide Werte zu integrieren oder einen Kompromiss zu finden?",reflection,"{""min_length"":100,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie potenzielle Konflikte zwischen Ihren Werten und wie Sie damit umgehen würden:""}",5,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Values Hierarchy Step"",""instructions"":""Continue developing your personal values hierarchy for authentic living and decision-making.""}}"
56e48dfd-1b3b-45e3-8b9e-37586c1209ed,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Werte im Alltag leben,"Der letzte Schritt besteht darin, konkrete Wege zu finden, wie Sie Ihre Kernwerte bewusster in Ihrem Alltag leben können.

Für jeden Ihrer Top-5-Werte, definieren Sie:
1. Eine konkrete Handlung, die Sie in der kommenden Woche umsetzen können, um diesen Wert stärker zu leben
2. Eine langfristige Veränderung, die Sie vornehmen könnten, um Ihr Leben mehr mit diesem Wert in Einklang zu bringen
3. Wie Sie andere Menschen in Ihrem Leben in Bezug auf diesen Wert einbeziehen können",reflection,"{""min_length"":100,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie, wie Sie Ihre Werte konkret in Ihrem Alltag umsetzen werden:""}",6,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Values Hierarchy Step"",""instructions"":""Continue developing your personal values hierarchy for authentic living and decision-making.""}}"
4f7d2df2-0880-4759-977f-a76cce39da34,4f95c8a5-10db-4be4-9a55-d547ce5faed4,Reflexion und Abschluss,"Herzlichen Glückwunsch! Sie haben Ihre persönliche Werte-Hierarchie entwickelt. Dies ist ein wesentlicher Schritt zur Schaffung von mehr Ausrichtung und Kongruenz in Ihrem Leben.

Nehmen Sie sich einen Moment Zeit, um über die Erkenntnisse dieser Übung zu reflektieren:

- Was hat Sie überrascht an Ihren Top-5-Werten?
- Inwiefern leben Sie diese Werte bereits in Ihrem Alltag?
- Wo gibt es noch Diskrepanzen zwischen Ihren Werten und Ihrem aktuellen Leben?
- Wie wird sich Ihr Leben verändern, wenn Sie Ihre Entscheidungen stärker an Ihren Kernwerten ausrichten?

Ihre Werte-Hierarchie ist kein statisches Konstrukt, sondern kann sich im Laufe Ihres Lebens entwickeln. Es ist hilfreich, diesen Prozess regelmäßig zu wiederholen und Ihre Werte-Hierarchie anzupassen, wenn sich Ihre Lebenssituation oder Ihre Prioritäten ändern.",reflection,"{""min_length"":50,""next_button_text"":""Abschließen"",""reflection_prompt"":""Teilen Sie Ihre abschließenden Gedanken zu dieser Übung:""}",7,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Values Hierarchy Step"",""instructions"":""Continue developing your personal values hierarchy for authentic living and decision-making.""}}"
6175e259-f6db-4072-b50a-64df91e6449b,6e5efcb9-b7eb-43df-9a62-bcb349973711,Einführung zum Vision Board,"Ein Vision Board ist eine kraftvolle visuelle Darstellung Ihrer Ziele, Träume und Wünsche. Anders als To-Do-Listen oder Zielplanungen spricht ein Vision Board Ihr Unterbewusstsein auf einer tieferen, emotionalen Ebene an.

Die Kraft eines Vision Boards liegt in der Verbindung von visueller Darstellung, emotionaler Resonanz und regelmäßiger Erinnerung. Es programmiert Ihr Gehirn darauf, Möglichkeiten zu erkennen und Handlungen zu initiieren, die Sie Ihrer Vision näher bringen.

In dieser Übung erstellen Sie ein digitales Vision Board, das Sie jederzeit auf Ihrem Mobilgerät bei sich tragen können.",introduction,"{""next_button_text"":""Beginnen""}",1,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Vision Board Step"",""instructions"":""Create and refine your digital vision board for life direction.""}}"
454e6efc-b683-4d16-99f9-115d10849077,6e5efcb9-b7eb-43df-9a62-bcb349973711,Lebensbereiche definieren,"Bevor Sie mit der visuellen Gestaltung beginnen, definieren Sie die wichtigsten Lebensbereiche, die Sie in Ihrem Vision Board darstellen möchten.

Basierend auf Ihrem Lebensrad und Ihren Kernwerten, wählen Sie 4-8 Lebensbereiche aus, für die Sie eine Vision entwickeln möchten. Beispiele könnten sein:

- Karriere/Berufung
- Beziehungen/Familie
- Gesundheit/Wohlbefinden
- Persönliches Wachstum
- Finanzen/Wohlstand
- Spiritualität/Sinn
- Wohnumfeld/Lebensraum
- Freizeit/Hobbies

Wählen Sie die Bereiche, die für Sie persönlich am wichtigsten sind:",selection,"{""options"":[""Karriere/Berufung"",""Beziehungen/Familie"",""Gesundheit/Wohlbefinden"",""Persönliches Wachstum"",""Finanzen/Wohlstand"",""Spiritualität/Sinn"",""Wohnumfeld/Lebensraum"",""Freizeit/Hobbies"",""Gemeinschaft/Soziales"",""Kreativität/Selbstausdruck""],""custom_option"":true,""max_selections"":8,""min_selections"":4,""selection_type"":""multiple"",""next_button_text"":""Weiter""}",2,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Vision Board Step"",""instructions"":""Create and refine your digital vision board for life direction.""}}"
bbcb17b0-11d3-46f7-ba3c-239482413cde,6e5efcb9-b7eb-43df-9a62-bcb349973711,Vision für jeden Bereich,"Für jeden ausgewählten Lebensbereich werden Sie nun Ihre Vision formulieren. 

Eine kraftvolle Vision ist:
- In der Gegenwart formuliert (als ob sie bereits wahr ist)
- Positiv formuliert (was Sie wollen, nicht was Sie nicht wollen)
- Emotional ansprechend (sie berührt Sie und erzeugt positive Gefühle)
- Spezifisch genug, um klar zu sein, aber offen genug für kreative Entwicklung

Für jeden Bereich, beantworten Sie:
1. Wie sieht dieser Lebensbereich in Ihrer idealen Zukunft aus?
2. Wie fühlt es sich an?
3. Welche Schlüsselelemente sind enthalten?
4. Welches Bild oder Symbol repräsentiert diese Vision am besten?",reflection,"{""min_length"":150,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie Ihre Vision für jeden Lebensbereich:""}",3,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Vision Board Step"",""instructions"":""Create and refine your digital vision board for life direction.""}}"
f96494cb-ac4e-44f7-bbf2-a8f76b44beab,6e5efcb9-b7eb-43df-9a62-bcb349973711,Vision Board erstellen,"Jetzt ist es Zeit, Ihr digitales Vision Board zu erstellen! 

Sie können für jeden Lebensbereich ein Symbol, ein Bild oder ein Icon auswählen und diesem eine kurze Beschreibung oder ein Motto hinzufügen.

Wählen Sie Bilder und Symbole, die eine starke emotionale Resonanz für Sie haben. Es geht nicht darum, was für andere sinnvoll erscheint, sondern was in Ihnen ein tiefes Gefühl der Begeisterung, des Verlangens oder der Inspiration auslöst.",vision_board_editor,"{""export_options"":[""app_only"",""image"",""wallpaper""],""layout_options"":[""grid"",""freeform"",""circle"",""spiral"",""flow""],""next_button_text"":""Weiter"",""background_options"":[""gradient_blue"",""gradient_purple"",""mountains"",""ocean"",""forest"",""sunrise"",""stars"",""abstract"",""minimal"",""custom""]}",4,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Vision Board Step"",""instructions"":""Create and refine your digital vision board for life direction.""}}"
e092dc62-1bb9-4da2-bbc9-6affd18026c0,6e5efcb9-b7eb-43df-9a62-bcb349973711,Integration in den Alltag,"Ihr Vision Board ist nur so wirksam, wie Sie es in Ihren Alltag integrieren. Hier sind einige Möglichkeiten, wie Sie Ihr digitales Vision Board regelmäßig nutzen können:

1. **Tägliche Betrachtung**: Nehmen Sie sich 1-2 Minuten am Morgen oder Abend Zeit, um Ihr Vision Board zu betrachten und die Gefühle zu spüren, die es in Ihnen auslöst.

2. **Hintergrundbild**: Setzen Sie Ihr Vision Board als Hintergrundbild auf Ihrem Smartphone oder Tablet.

3. **Regelmäßige Reflexion**: Planen Sie einmal pro Woche oder Monat Zeit ein, um über Ihr Vision Board nachzudenken und zu reflektieren, wie Ihre aktuellen Handlungen mit Ihrer Vision übereinstimmen.

4. **Kontinuierliche Weiterentwicklung**: Ihr Vision Board ist ein lebendiges Dokument. Aktualisieren Sie es, wenn sich Ihre Vision weiterentwickelt oder verändert.

Planen Sie jetzt, wie Sie Ihr Vision Board in Ihren Alltag integrieren werden:",reflection,"{""min_length"":50,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie, wie Sie Ihr Vision Board in Ihren Alltag integrieren werden:""}",5,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Vision Board Step"",""instructions"":""Create and refine your digital vision board for life direction.""}}"
35c192e4-5d08-4e4a-bb99-8c3a404337ed,6e5efcb9-b7eb-43df-9a62-bcb349973711,Reflexion und Abschluss,"Herzlichen Glückwunsch zum Erstellen Ihres persönlichen Vision Boards! Sie haben einen wichtigen Schritt zur Ausrichtung Ihres Lebens unternommen.

Nehmen Sie sich einen Moment Zeit, um über den Prozess und Ihre Erkenntnisse zu reflektieren:

- Welche Emotionen hat das Erstellen des Vision Boards in Ihnen ausgelöst?
- Gab es überraschende Einsichten während des Prozesses?
- Welcher Teil Ihres Vision Boards resoniert am stärksten mit Ihnen?
- Wie fühlt es sich an, eine visuelle Repräsentation Ihrer Lebensvision zu haben?

Denken Sie daran: Ein Vision Board ist kein magisches Werkzeug, das Ihre Träume automatisch wahr werden lässt, sondern ein Kompass, der Ihre Wahrnehmung, Entscheidungen und Handlungen subtil in Richtung Ihrer Vision lenkt.",reflection,"{""min_length"":50,""next_button_text"":""Abschließen"",""reflection_prompt"":""Teilen Sie Ihre abschließenden Gedanken zu dieser Übung:""}",6,2025-04-17 14:11:50.79689+00,2025-04-17 14:11:50.79689+00,"{""en"":{""title"":""Vision Board Step"",""instructions"":""Create and refine your digital vision board for life direction.""}}"
f396de96-0f06-4980-aae0-337a3286ec0b,708b3dc7-ee21-4517-a514-d4e4ab24279e,Einführung,"In dieser Übung lernen Sie, Momente natürlicher Lebendigkeit bewusst wahrzunehmen und zu verstärken.

Lebendigkeit zeigt sich oft in kleinen, alltäglichen Momenten - ein Lächeln, das von Herzen kommt, der Genuss einer Tasse Tee, oder die Freude beim Hören eines Lieblingssongs. Diese Momente sind Hinweise auf Ihren natürlichen, authentischen Zustand.

Nehmen Sie sich etwa 15 Minuten Zeit für diese Übung. Finden Sie einen ruhigen Ort, wo Sie ungestört sein können.",introduction,"{""next_button_text"":""Beginnen""}",1,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Introduction"",""instructions"":""In this exercise, you will learn to consciously perceive and strengthen moments of natural liveliness.\n\nLiveliness often shows itself in small, everyday moments - a smile that comes from the heart, enjoying a cup of tea, or the joy of hearing a favorite song. These moments are clues to your natural, authentic state.\n\nTake about 15 minutes for this exercise. Find a quiet place where you can be undisturbed.""}}"
092b189c-1b50-465d-bc2d-196db57cebef,708b3dc7-ee21-4517-a514-d4e4ab24279e,Lebendigkeits-Tagebuch,"Denken Sie an die vergangenen drei Tage zurück.

Versuchen Sie, mindestens fünf Momente zu identifizieren, in denen Sie sich besonders lebendig, energetisiert oder in Ihrem Element gefühlt haben. Diese Momente können sehr kurz gewesen sein - auch ein flüchtiger Moment des Wohlbefindens zählt.

Notieren Sie für jeden Moment:
- Was genau ist passiert?
- Wie haben Sie sich körperlich gefühlt? (z.B. warm, entspannt, energiegeladen)
- Welche Emotionen waren präsent?
- Was hat diesen Moment besonders gemacht?",reflection,"{""min_length"":50,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie Ihre Lebendigkeits-Momente der letzten drei Tage""}",2,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Exercise Step"",""instructions"":""Continue with this exercise step to develop your skills and awareness.""}}"
5ca87f71-8d94-4a1e-b2ca-1fd85c46bf1d,708b3dc7-ee21-4517-a514-d4e4ab24279e,Körperliche Signale,"Betrachten Sie nun die Momente, die Sie aufgeschrieben haben.

Konzentrieren Sie sich besonders auf die körperlichen Empfindungen während dieser Momente der Lebendigkeit.
- Wo in Ihrem Körper haben Sie die Lebendigkeit am stärksten gespürt?
- Gab es bestimmte Körperbereiche, die sich besonders entspannt oder energetisiert anfühlten?
- Welche Veränderungen in Ihrer Atmung, Körperhaltung oder Muskelspannung haben Sie bemerkt?

Diese körperlichen Signale sind wichtige Hinweise auf Ihren natürlichen Zustand der Lebendigkeit. Sie können als ""Anker"" dienen, um diesen Zustand bewusst zu aktivieren.",reflection,"{""min_length"":30,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie die körperlichen Signale Ihrer Lebendigkeit""}",3,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Exercise Step"",""instructions"":""Continue with this exercise step to develop your skills and awareness.""}}"
136abbc0-be34-4ef5-95f3-0b97c5164435,708b3dc7-ee21-4517-a514-d4e4ab24279e,Bewusste Aktivierung,"Wählen Sie nun einen dieser Lebendigkeits-Momente aus, der für Sie besonders zugänglich erscheint.

Nehmen Sie sich einen Moment Zeit, um diesen Zustand der Lebendigkeit jetzt bewusst zu aktivieren:

1. Schließen Sie die Augen und atmen Sie tief durch
2. Rufen Sie die Erinnerung an diesen Moment in allen Details wach
3. Spüren Sie die körperlichen Empfindungen, die mit diesem Moment verbunden waren
4. Erlauben Sie sich, die positiven Emotionen wieder zu erleben
5. Verstärken Sie diese Empfindungen mit jedem Atemzug

Bleiben Sie für etwa 1-2 Minuten in diesem Zustand.",practice,"{""timer_duration"":120,""timer_optional"":true,""next_button_text"":""Weiter""}",4,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Body Signals of Liveliness"",""instructions"":""Now focus on the physical sensations during your liveliness moments.\n\nHow did your body feel during these moments?\n- Was your breathing deeper or lighter?\n- Did you feel warmth, tingling, or expansion?\n- How was your posture or movement?\n- Did you feel energy flowing through specific parts of your body?\n\nThese physical signals are important indicators of your authentic state. Write down what you noticed about your body during these moments.""}}"
f8a23a83-3c99-473a-97fb-a3b3a4491af4,708b3dc7-ee21-4517-a514-d4e4ab24279e,Muster erkennen,"Betrachten Sie nun alle Ihre notierten Lebendigkeits-Momente und suchen Sie nach Mustern:

- In welchen Kontexten erleben Sie am häufigsten Lebendigkeit? (z.B. Natur, kreative Tätigkeiten, Gespräche)
- Gibt es bestimmte Menschen, in deren Gegenwart Sie sich lebendiger fühlen?
- Zu welchen Tageszeiten sind Sie am empfänglichsten für Lebendigkeits-Erfahrungen?
- Welche Stimmungen oder Gedanken begleiten Ihre Lebendigkeits-Momente?

Fassen Sie Ihre wichtigsten Erkenntnisse über Ihre persönlichen Lebendigkeits-Muster zusammen.",reflection,"{""min_length"":30,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie die Muster Ihrer Lebendigkeits-Momente""}",5,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Exercise Step"",""instructions"":""Continue with this exercise step to develop your skills and awareness.""}}"
bc068505-1258-4206-8c9d-50d34eac3eb0,708b3dc7-ee21-4517-a514-d4e4ab24279e,Verstärkungs-Plan,"Erstellen Sie nun einen konkreten Plan, wie Sie mehr Lebendigkeits-Momente in Ihren Alltag integrieren können.

Basierend auf den Mustern, die Sie identifiziert haben:
- Welche 2-3 spezifischen Aktivitäten könnten Sie in Ihren Wochenplan einbauen?
- Wie könnten Sie bestehende Routinen modifizieren, um mehr Lebendigkeit zu ermöglichen?
- Welche ""Lebendigkeits-Anker"" könnten Sie im Alltag einsetzen? (z.B. ein bestimmtes Musikstück, eine Körperhaltung, eine kurze Atemübung)

Setzen Sie sich für die kommende Woche ein konkretes Ziel, wie viele bewusste Lebendigkeits-Momente Sie erleben möchten.",reflection,"{""min_length"":50,""next_button_text"":""Weiter"",""reflection_prompt"":""Beschreiben Sie Ihren Plan zur Verstärkung von Lebendigkeits-Momenten""}",6,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Exercise Step"",""instructions"":""Continue with this exercise step to develop your skills and awareness.""}}"
0f972f3e-2bbb-4236-b1df-75ce3e41f470,708b3dc7-ee21-4517-a514-d4e4ab24279e,Reflexion und Abschluss,"Nehmen Sie sich einen Moment Zeit, um über die Erkenntnisse dieser Übung zu reflektieren:

- Was haben Sie über Ihre natürliche Lebendigkeit gelernt?
- Inwiefern unterscheidet sich Ihr bewusster Fokus auf Lebendigkeits-Momente von Ihrer üblichen Alltagswahrnehmung?
- Wie könnte eine regelmäßige Lebendigkeits-Praxis Ihr Wohlbefinden und Ihre Kongruenz stärken?

Abschließend: Setzen Sie eine konkrete Absicht, wie Sie regelmäßig auf Ihre Lebendigkeits-Momente achten werden. Überlegen Sie auch, ob Sie vielleicht ein tägliches ""Lebendigkeits-Tagebuch"" führen möchten.",reflection,"{""min_length"":30,""next_button_text"":""Abschließen"",""reflection_prompt"":""Teilen Sie Ihre Reflexionen und Absicht""}",7,2025-05-19 12:19:57.321619+00,2025-05-19 12:19:57.321619+00,"{""en"":{""title"":""Exercise Step"",""instructions"":""Continue with this exercise step to develop your skills and awareness.""}}"
d6de2ca8-b022-44e1-a432-4d38c87494b8,9bf7a223-8c2d-46d4-8b0b-f0b8eade8ed0,Einführung,"In dieser Übung werden Sie Ihre persönlichen Energie-Blocker identifizieren und Strategien zu ihrer Transformation entwickeln.

Energie-Blocker sind Situationen, Gedanken, Emotionen oder Verhaltensweisen, die unsere natürliche Lebendigkeit unterdrücken oder behindern. Sie können bewusst oder unbewusst wirken und haben oft tiefe Wurzeln in unserer Vergangenheit.

Nehmen Sie sich etwa 25 Minuten ungestörte Zeit für diese Übung. Bereiten Sie ein Notizbuch vor, um Ihre Erkenntnisse festzuhalten.",introduction,"{""next_button_text"":""Beginnen""}",1,2025-05-19 12:19:57.421125+00,2025-05-19 12:19:57.421125+00,"{""en"":{""title"":""Energy Blockers Analysis Step"",""instructions"":""Continue analyzing and transforming your energy blockers to increase natural liveliness.""}}"
9d7c43c2-ad99-41d1-a006-a6d9896ceb11,9bf7a223-8c2d-46d4-8b0b-f0b8eade8ed0,Energie-Inventar,"Denken Sie an Ihre typische Woche. 

Erstellen Sie zwei Listen:

**Liste 1: Energie-Räuber**
Welche Aktivitäten, Situationen, Menschen oder inneren Zustände rauben Ihnen regelmäßig Energie? Achten Sie auf alle Bereiche: Arbeit, Beziehungen, Freizeit, tägliche Routinen, digitale Gewohnheiten, etc.

**Liste 2: Energie-Spender**
Welche Aktivitäten, Situationen, Menschen oder inneren Zustände geben Ihnen regelmäßig Energie? Was belebt Sie und stärkt Ihr Wohlbefinden?

Notieren Sie für jede Liste mindestens 7-10 Einträge.",reflection,"{""min_length"":100,""next_button_text"":""Weiter"",""reflection_prompt"":""Notieren Sie Ihre Energie-Räuber und Energie-Spender""}",2,2025-05-19 12:19:57.421125+00,2025-05-19 12:19:57.421125+00,"{""en"":{""title"":""Energy Blockers Analysis Step"",""instructions"":""Continue analyzing and transforming your energy blockers to increase natural liveliness.""}}"
